year,season,crop,region,district,irrigation,land_area_ha,fertilizer_kg,rainfall_mm,farmer_experience_yrs,yield_t_ha,production_kg,price_rs_per_kg,total_revenue_rs
2017,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.517,70.6,175.1,2,13.208,6724.9,36.86,247879.81
2018,Yala,Ladies fingers,Low country,Kurunegala,Irrigated,0.761,127.9,159.7,20,11.867,8820.2,49.36,435365.07
2021,Maha,Luffa,Low country,Kurunegala,Rainfed,0.428,36.2,104.1,18,10.387,4470.2,112.58,503255.12
2017,Maha,Cabbage,Up country,Badulla,Rainfed,0.359,54.4,165.2,5,21.859,7724.0,63.11,487461.64
2017,Yala,Red pumpkin,Low country,Kurunegala,Irrigated,0.215,44.3,316.0,40,17.148,3611.4,69.64,251497.9
2016,Yala,Snake gourd,Low country,Ratnapura,Irrigated,0.798,157.2,204.7,14,14.163,11492.4,49.23,565770.85
2023,Yala,Tomato,Up country,Nuwara Eliya,Irrigated,0.487,60.1,120.5,25,16.542,7884.5,127.73,1007087.18
2024,Maha,Beetroot,Up country,Kandy,Irrigated,0.65,106.7,209.1,21,10.486,7033.6,91.03,640268.61
2019,Yala,Cucumber,Low country,Kurunegala,Irrigated,0.075,10.6,189.6,17,12.107,933.3,58.89,54962.04
2019,Yala,Ladies fingers,Low country,Kurunegala,Irrigated,0.156,11.0,65.0,21,10.746,1664.9,96.01,159847.05
2021,Yala,Red pumpkin,Low country,Ratnapura,Irrigated,0.81,135.7,214.4,21,15.965,12591.6,59.25,746052.3
2017,Yala,Ash pumpkin,Low country,Ratnapura,Rainfed,0.268,37.8,181.7,29,12.854,3448.7,44.5,153467.15
2018,Maha,Bean (green),Up country,Badulla,Rainfed,0.44,59.9,114.3,5,6.902,3078.5,135.93,418460.5
2024,Maha,Cabbage,Up country,Nuwara Eliya,Rainfed,0.688,128.6,128.6,13,20.346,13541.0,101.68,1376848.88
2019,Maha,Cucumber,Low country,Kalutara,Rainfed,0.262,53.5,151.9,2,15.991,4444.4,41.71,185375.92
2024,Yala,Bean (green),Up country,Badulla,Irrigated,0.497,83.2,148.9,9,11.605,5998.8,185.8,1114577.04
2019,Yala,Ladies fingers,Low country,Kalutara,Irrigated,0.193,13.9,132.1,7,9.371,1811.0,89.36,161830.96
2023,Yala,Bitter gourd,Low country,Kurunegala,Irrigated,0.243,49.1,92.4,20,14.969,3603.9,180.98,652233.82
2018,Yala,Cucumber,Low country,Gampaha,Irrigated,0.916,201.8,329.2,13,14.004,13131.3,29.88,392363.24
2024,Yala,Brinjal,Low country,Kurunegala,Rainfed,0.409,67.3,67.5,6,11.078,4586.8,119.9,549957.32
2016,Maha,Ash plantain,Low country,Gampaha,Rainfed,1.095,164.0,62.1,19,11.447,12137.9,38.29,464760.19
2024,Yala,Tomato,Up country,Kandy,Irrigated,1.372,299.0,63.2,10,25.036,35255.0,90.21,3180353.55
2023,Maha,Radish,Up country,Nuwara Eliya,Rainfed,0.48,72.3,129.4,10,10.041,4917.5,59.07,290476.72
2020,Yala,Radish,Up country,Badulla,Irrigated,1.812,313.1,210.1,22,21.154,37506.8,31.12,1167211.62
2019,Yala,Carrot,Up country,Kandy,Irrigated,0.86,125.1,147.5,14,24.886,21585.5,77.24,1667264.02
2020,Maha,Bitter gourd,Low country,Kurunegala,Irrigated,0.217,58.1,140.4,19,9.056,1904.1,217.48,414103.67
2019,Maha,Capsicum,Low country,Kalutara,Irrigated,0.169,24.4,137.0,11,7.992,1359.0,278.63,378658.17
2022,Yala,Ash plantain,Low country,Gampaha,Irrigated,0.956,152.0,88.5,16,10.037,9469.9,71.43,676434.96
2018,Maha,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.268,37.9,231.0,5,12.646,3513.9,67.32,236555.75
2022,Maha,Brinjal,Low country,Gampaha,Rainfed,0.301,57.5,120.9,13,7.549,2311.2,109.64,253399.97
2018,Maha,Knol-khol,Up country,Kandy,Irrigated,0.466,51.2,158.0,20,14.172,6558.3,51.97,340834.85
2019,Maha,Leeks,Up country,Badulla,Irrigated,0.282,43.9,217.2,8,23.307,6702.7,96.08,643995.42
2018,Yala,Snake gourd,Low country,Gampaha,Irrigated,0.125,16.1,149.2,15,15.531,1758.8,87.02,153050.78
2022,Yala,Luffa,Low country,Gampaha,Rainfed,0.665,153.2,239.0,13,10.825,7177.9,114.53,822084.89
2016,Yala,Carrot,Up country,Kandy,Rainfed,0.48,85.1,15.5,5,17.586,8308.4,92.43,767945.41
2019,Maha,Ash pumpkin,Low country,Kurunegala,Rainfed,0.403,58.7,256.2,25,15.904,6444.2,50.03,322403.33
2024,Yala,Cabbage,Up country,Badulla,Rainfed,0.302,35.5,121.0,18,12.811,3846.4,132.46,509494.14
2021,Maha,Ash plantain,Low country,Ratnapura,Irrigated,0.397,59.6,182.8,19,14.678,6079.1,65.3,396965.23
2022,Yala,Carrot,Up country,Badulla,Rainfed,0.74,50.9,108.2,17,10.831,7598.3,151.84,1153725.87
2018,Maha,Ash plantain,Low country,Kalutara,Irrigated,0.791,111.0,186.1,8,14.553,12045.1,49.79,599725.53
2017,Yala,Beetroot,Up country,Nuwara Eliya,Irrigated,0.35,25.3,103.1,10,23.724,8257.1,61.38,506820.8
2024,Yala,Ash pumpkin,Low country,Ratnapura,Irrigated,0.321,64.7,81.9,3,10.627,3510.2,84.63,297068.23
2016,Yala,Cabbage,Up country,Kandy,Rainfed,0.456,86.5,136.5,25,19.88,9222.4,53.4,492476.16
2022,Maha,Ash plantain,Low country,Gampaha,Irrigated,0.147,26.6,187.2,6,15.645,2218.8,94.02,208611.58
2018,Maha,Cabbage,Up country,Badulla,Rainfed,0.306,38.6,200.3,0,14.799,4396.0,79.8,350800.8
2022,Maha,Radish,Up country,Nuwara Eliya,Irrigated,0.499,73.2,224.0,8,16.516,8252.8,41.29,340758.11
2017,Maha,Cabbage,Up country,Nuwara Eliya,Irrigated,0.316,36.7,10.0,22,28.932,9096.2,62.49,568421.54
2021,Maha,Beetroot,Up country,Nuwara Eliya,Irrigated,1.736,237.5,84.0,13,14.858,27079.1,54.42,1473644.62
2019,Yala,Tomato,Up country,Badulla,Irrigated,0.261,32.7,153.4,0,15.028,3955.8,114.4,452543.52
2018,Maha,Knol-khol,Up country,Badulla,Irrigated,0.181,29.7,145.1,11,12.08,2182.1,65.08,142011.07
2023,Yala,Carrot,Up country,Badulla,Irrigated,0.267,39.9,181.0,40,20.368,5227.7,183.44,958969.29
2021,Yala,Leeks,Up country,Badulla,Irrigated,0.421,49.3,123.9,18,28.591,12153.1,101.32,1231352.09
2016,Maha,Luffa,Low country,Kurunegala,Irrigated,0.902,105.8,104.7,3,16.942,15300.8,46.78,715771.42
2021,Yala,Beetroot,Up country,Badulla,Irrigated,0.336,57.7,324.1,16,25.265,8529.3,88.78,757231.25
2023,Maha,Beetroot,Up country,Badulla,Irrigated,0.819,192.4,124.7,16,10.795,9138.9,81.91,748567.3
2016,Maha,Beetroot,Up country,Kandy,Irrigated,0.493,57.1,151.0,15,13.633,6410.6,66.77,428035.76
2022,Maha,Cucumber,Low country,Kurunegala,Rainfed,0.613,105.6,241.2,1,11.291,7148.2,48.89,349475.5
2016,Maha,Tomato,Up country,Badulla,Irrigated,0.832,123.6,171.3,4,20.131,16676.0,61.03,1017736.28
2023,Yala,Ash plantain,Low country,Gampaha,Irrigated,0.348,71.4,102.6,12,11.707,4129.2,87.88,362874.1
2023,Yala,Red pumpkin,Low country,Ratnapura,Irrigated,0.093,13.1,132.5,11,15.325,1444.5,125.67,181530.32
2018,Maha,Radish,Up country,Kandy,Rainfed,0.365,47.0,218.1,23,11.21,4028.6,49.56,199657.42
2023,Maha,Cabbage,Up country,Kandy,Irrigated,0.347,32.7,137.4,12,22.696,7836.9,96.94,759709.09
2021,Yala,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.149,26.1,107.8,1,17.781,2516.9,94.52,237897.39
2024,Maha,Cabbage,Up country,Kandy,Rainfed,0.255,37.5,190.1,0,18.826,5032.4,122.18,614858.63
2021,Yala,Bean (green),Up country,Badulla,Irrigated,0.476,28.3,195.6,10,11.215,5559.6,152.02,845170.39
2024,Yala,Cabbage,Up country,Kandy,Irrigated,0.592,111.5,162.8,0,28.217,15684.7,83.68,1312495.7
2016,Yala,Knol-khol,Up country,Kandy,Rainfed,0.215,29.0,190.0,18,9.16,2138.1,70.13,149944.95
2021,Maha,Snake gourd,Low country,Kalutara,Irrigated,0.303,55.2,200.9,29,13.378,4146.5,92.01,381519.46
2020,Yala,Carrot,Up country,Badulla,Irrigated,1.492,145.8,170.0,21,21.238,31165.0,85.13,2653076.45
2023,Maha,Snake gourd,Low country,Ratnapura,Irrigated,0.339,40.0,92.4,18,12.64,4087.9,105.74,432254.55
2020,Maha,Bean (green),Up country,Nuwara Eliya,Irrigated,0.266,20.5,131.6,8,10.947,2966.0,132.52,393054.32
2018,Maha,Radish,Up country,Nuwara Eliya,Irrigated,0.548,77.1,158.8,22,18.368,10216.4,34.89,356450.2
2021,Yala,Ladies fingers,Low country,Gampaha,Irrigated,0.784,142.5,172.8,3,9.894,7998.7,62.4,499118.88
2016,Maha,Tomato,Up country,Badulla,Rainfed,0.909,129.2,186.8,12,12.356,11055.7,68.23,754330.41
2018,Maha,Capsicum,Low country,Kurunegala,Irrigated,0.104,15.8,177.2,10,9.841,1054.4,219.37,231303.73
2022,Yala,Tomato,Up country,Badulla,Irrigated,0.721,75.7,186.9,8,23.632,17253.9,83.58,1442080.96
2023,Maha,Carrot,Up country,Kandy,Irrigated,0.291,78.7,156.4,11,26.155,7796.8,177.65,1385101.52
2021,Yala,Brinjal,Low country,Kalutara,Rainfed,0.253,55.5,223.5,36,9.429,2384.5,105.78,252232.41
2016,Maha,Radish,Up country,Kandy,Rainfed,0.635,81.1,170.7,8,17.407,11051.8,31.52,348352.74
2019,Maha,Tomato,Up country,Badulla,Rainfed,0.512,92.0,184.5,6,12.877,6666.6,106.72,711459.55
2019,Maha,Radish,Up country,Nuwara Eliya,Irrigated,0.133,27.8,119.4,0,13.729,1806.0,58.1,104928.6
2023,Yala,Bean (green),Up country,Badulla,Rainfed,0.879,91.1,127.4,3,12.879,11162.2,120.53,1345379.97
2016,Maha,Ladies fingers,Low country,Kurunegala,Irrigated,0.195,36.3,118.8,9,13.709,2828.8,69.3,196035.84
2021,Maha,Ladies fingers,Low country,Gampaha,Irrigated,0.316,44.5,155.1,14,7.823,2456.8,89.79,220596.07
2018,Maha,Brinjal,Low country,Gampaha,Irrigated,0.177,19.2,189.1,16,13.247,2366.6,87.38,206793.51
2019,Maha,Snake gourd,Low country,Ratnapura,Rainfed,0.499,87.7,18.0,10,10.001,5006.0,76.63,383609.78
2017,Maha,Leeks,Up country,Badulla,Irrigated,0.424,54.5,180.4,11,28.545,12105.9,71.97,871261.62
2022,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.53,65.9,158.8,4,15.23,8448.1,59.02,498606.86
2018,Yala,Luffa,Low country,Kurunegala,Irrigated,0.275,24.9,158.3,20,12.717,3527.0,94.99,335029.73
2022,Maha,Capsicum,Low country,Kalutara,Irrigated,0.893,78.8,106.4,12,9.461,8492.3,158.46,1345689.86
2020,Yala,Bitter gourd,Low country,Kurunegala,Rainfed,0.248,51.2,194.4,14,12.661,3200.6,167.11,534852.27
2021,Maha,Luffa,Low country,Ratnapura,Irrigated,0.722,108.6,116.2,10,10.441,7589.7,86.05,653093.68
2019,Maha,Red pumpkin,Low country,Ratnapura,Irrigated,0.557,28.6,265.9,29,13.7,7713.2,61.62,475287.38
2019,Yala,Cucumber,Low country,Ratnapura,Rainfed,0.152,15.6,10.0,15,14.339,2132.5,47.89,102125.42
2022,Yala,Cabbage,Up country,Kandy,Irrigated,0.273,39.5,252.9,27,24.673,6746.9,95.94,647297.59
2016,Maha,Bean (green),Up country,Kandy,Irrigated,0.133,19.7,131.3,4,10.784,1480.7,143.02,211769.71
2023,Yala,Carrot,Up country,Nuwara Eliya,Irrigated,0.342,49.8,122.5,8,22.763,7665.5,147.17,1128131.64
2024,Maha,Cabbage,Up country,Badulla,Irrigated,0.318,27.8,247.6,14,28.18,9204.1,113.86,1047978.83
2024,Yala,Beetroot,Up country,Badulla,Rainfed,0.213,23.3,273.4,3,13.801,2801.9,133.87,375090.35
2019,Maha,Cucumber,Low country,Gampaha,Irrigated,1.143,151.1,231.9,8,11.797,13744.9,31.47,432552.0
2020,Yala,Knol-khol,Up country,Badulla,Irrigated,0.541,89.3,164.2,12,12.992,7057.2,67.76,478195.87
2016,Maha,Carrot,Up country,Badulla,Rainfed,0.364,35.9,205.1,8,15.788,5748.2,97.28,559184.9
2017,Maha,Cucumber,Low country,Kurunegala,Rainfed,2.034,275.2,121.2,15,11.96,23463.1,27.25,639369.48
2016,Maha,Cucumber,Low country,Gampaha,Rainfed,0.139,20.5,173.2,7,12.38,1675.7,48.56,81371.99
2022,Yala,Ladies fingers,Low country,Ratnapura,Irrigated,0.122,16.3,57.0,19,10.969,1313.7,109.46,143797.6
2017,Yala,Capsicum,Low country,Gampaha,Irrigated,0.109,14.9,252.1,0,6.692,767.3,261.17,200395.74
2023,Maha,Snake gourd,Low country,Gampaha,Rainfed,0.099,12.0,212.5,10,10.99,1131.1,165.64,187355.4
2020,Maha,Beetroot,Up country,Nuwara Eliya,Irrigated,1.16,166.0,134.0,24,14.949,16420.7,63.05,1035325.14
2021,Maha,Ash pumpkin,Low country,Kalutara,Irrigated,1.553,278.8,120.2,0,17.505,26571.8,38.06,1011322.71
2022,Yala,Leeks,Up country,Nuwara Eliya,Irrigated,1.042,140.7,288.2,16,24.959,26350.1,82.23,2166768.72
2020,Maha,Ash pumpkin,Low country,Kurunegala,Irrigated,0.677,142.4,245.3,16,20.72,13371.9,44.38,593444.92
2023,Maha,Ash plantain,Low country,Kurunegala,Rainfed,0.655,96.8,117.4,12,7.256,4527.9,81.26,367937.15
2020,Yala,Carrot,Up country,Nuwara Eliya,Rainfed,0.821,125.2,42.7,10,15.325,12414.9,118.28,1468434.37
2021,Yala,Ash plantain,Low country,Ratnapura,Irrigated,0.47,6.8,132.1,0,12.446,5719.8,74.93,428584.61
2016,Maha,Ash plantain,Low country,Gampaha,Irrigated,0.622,90.0,146.8,8,15.331,8817.7,42.13,371489.7
2016,Maha,Leeks,Up country,Badulla,Irrigated,0.584,109.9,257.0,0,26.924,15747.6,59.29,933675.2
2021,Yala,Tomato,Up country,Kandy,Irrigated,0.838,82.8,131.0,17,22.059,20319.4,81.5,1656031.1
2021,Yala,Ash pumpkin,Low country,Gampaha,Rainfed,0.484,78.9,207.5,0,18.614,8872.8,50.57,448697.5
2022,Yala,Bean (green),Up country,Nuwara Eliya,Irrigated,1.687,333.2,84.2,11,15.245,25178.1,100.4,2527881.24
2016,Maha,Bean (green),Up country,Nuwara Eliya,Irrigated,0.242,33.9,94.8,9,12.917,3213.8,113.33,364219.95
2021,Maha,Tomato,Up country,Kandy,Irrigated,0.507,82.4,127.4,0,11.713,5611.2,122.96,689953.15
2021,Maha,Ash pumpkin,Low country,Kurunegala,Irrigated,0.253,24.9,186.6,10,22.033,5728.9,60.04,343963.16
2022,Maha,Red pumpkin,Low country,Gampaha,Irrigated,1.113,202.6,204.9,9,12.694,14142.9,58.99,834289.67
2021,Maha,Bean (green),Up country,Kandy,Irrigated,0.551,79.3,193.1,0,17.526,9857.8,105.78,1042758.08
2020,Maha,Ash pumpkin,Low country,Kalutara,Rainfed,1.451,236.1,145.3,9,20.324,29164.3,30.13,878720.36
2020,Yala,Brinjal,Low country,Kurunegala,Irrigated,0.587,81.9,172.4,11,14.87,8514.5,74.87,637480.62
2018,Yala,Carrot,Up country,Badulla,Irrigated,0.924,77.3,261.0,0,22.999,21533.7,85.96,1851036.85
2019,Yala,Ash pumpkin,Low country,Kurunegala,Rainfed,0.254,51.8,232.7,11,12.624,3097.7,61.22,189641.19
2023,Yala,Ash pumpkin,Low country,Gampaha,Irrigated,0.849,89.9,183.2,17,21.019,17751.0,50.87,902993.37
2018,Yala,Capsicum,Low country,Ratnapura,Irrigated,0.313,18.4,219.5,15,10.858,3400.2,146.37,497687.27
2019,Maha,Bean (green),Up country,Badulla,Rainfed,0.79,86.9,153.3,24,9.337,7431.4,125.46,932343.44
2019,Yala,Ash pumpkin,Low country,Ratnapura,Irrigated,0.126,16.3,118.9,21,21.731,2876.3,65.54,188512.7
2017,Maha,Capsicum,Low country,Kalutara,Irrigated,0.684,102.7,64.5,8,11.18,7759.7,122.32,949166.5
2020,Maha,Capsicum,Low country,Kalutara,Rainfed,0.14,15.4,220.9,16,7.462,1002.6,304.46,305251.6
2019,Maha,Cucumber,Low country,Ratnapura,Irrigated,0.292,23.6,304.9,0,9.877,2973.1,43.77,130132.59
2018,Yala,Ash plantain,Low country,Kurunegala,Rainfed,0.662,108.0,183.3,13,10.868,7269.6,49.06,356646.58
2024,Yala,Knol-khol,Up country,Kandy,Irrigated,0.286,23.9,125.1,6,20.882,6205.2,88.32,548043.26
2020,Maha,Bitter gourd,Low country,Ratnapura,Rainfed,0.342,62.0,180.1,7,9.006,3088.4,152.47,470888.35
2016,Maha,Radish,Up country,Kandy,Irrigated,0.287,44.8,140.2,20,14.78,4549.7,45.58,207375.33
2016,Yala,Brinjal,Low country,Gampaha,Rainfed,0.156,20.9,203.4,17,9.804,1565.5,74.86,117193.33
2023,Maha,Cucumber,Low country,Gampaha,Irrigated,0.35,43.6,194.8,8,16.758,5888.5,57.9,340944.15
2020,Maha,Red pumpkin,Low country,Kalutara,Irrigated,0.401,71.5,115.5,7,15.388,6068.4,77.59,470847.16
2017,Yala,Snake gourd,Low country,Kurunegala,Irrigated,0.299,31.5,186.6,6,12.693,3720.0,80.45,299274.0
2023,Yala,Snake gourd,Low country,Kurunegala,Irrigated,0.642,75.1,226.4,8,14.672,9608.7,83.23,799732.1
2022,Maha,Ash pumpkin,Low country,Kurunegala,Irrigated,0.468,87.7,133.3,3,18.803,8843.9,53.74,475271.19
2021,Maha,Ash pumpkin,Low country,Gampaha,Irrigated,0.163,34.0,140.1,5,17.607,3017.5,64.6,194930.5
2016,Yala,Red pumpkin,Low country,Kurunegala,Irrigated,0.187,14.4,79.8,4,14.769,2785.2,68.75,191482.5
2022,Maha,Leeks,Up country,Kandy,Irrigated,1.147,217.8,78.0,5,23.945,27860.1,80.77,2250260.28
2019,Maha,Radish,Up country,Kandy,Rainfed,0.448,38.5,182.4,4,13.746,6099.7,39.75,242463.08
2017,Yala,Luffa,Low country,Kalutara,Irrigated,0.268,9.1,147.3,10,16.688,4293.9,72.22,310105.46
2020,Maha,Ladies fingers,Low country,Gampaha,Rainfed,1.835,83.3,72.6,12,8.743,15244.6,45.23,689513.26
2018,Maha,Ladies fingers,Low country,Ratnapura,Rainfed,0.458,95.8,138.6,1,6.788,3121.7,60.64,189299.89
2019,Yala,Beetroot,Up country,Badulla,Rainfed,1.349,162.4,61.9,10,16.724,21384.6,58.38,1248432.95
2020,Maha,Capsicum,Low country,Kurunegala,Rainfed,0.405,71.6,112.6,0,7.63,3146.3,187.91,591221.23
2024,Maha,Capsicum,Low country,Kalutara,Irrigated,0.247,44.3,158.6,15,7.476,1738.0,274.34,476802.92
2018,Yala,Ladies fingers,Low country,Kalutara,Irrigated,0.315,37.0,239.0,13,9.946,3172.8,69.64,220953.79
2021,Maha,Ash pumpkin,Low country,Kalutara,Rainfed,0.533,69.7,227.6,26,13.438,7238.9,53.5,387281.15
2019,Maha,Cucumber,Low country,Kurunegala,Irrigated,0.174,26.0,142.5,11,12.971,2212.9,55.71,123280.66
2023,Maha,Snake gourd,Low country,Ratnapura,Irrigated,0.466,72.1,217.0,14,11.135,5083.7,100.61,511471.06
2017,Maha,Red pumpkin,Low country,Gampaha,Rainfed,0.357,33.2,160.3,9,13.053,4563.3,55.93,255225.37
2018,Yala,Capsicum,Low country,Kalutara,Rainfed,0.418,63.2,194.1,13,6.089,2413.9,189.08,456420.21
2017,Yala,Brinjal,Low country,Kurunegala,Rainfed,0.213,26.3,286.9,7,7.937,1654.0,91.58,151473.32
2021,Maha,Carrot,Up country,Kandy,Irrigated,0.764,143.8,205.1,8,27.114,20817.4,111.8,2327385.32
2017,Yala,Capsicum,Low country,Gampaha,Irrigated,0.867,76.1,86.5,6,11.328,9726.0,110.54,1075112.04
2017,Maha,Knol-khol,Up country,Nuwara Eliya,Irrigated,0.351,71.9,135.0,7,11.51,3863.8,58.69,226766.42
2019,Maha,Red pumpkin,Low country,Kalutara,Irrigated,0.139,9.0,141.7,10,18.016,2448.3,79.83,195447.79
2021,Yala,Tomato,Up country,Badulla,Rainfed,0.758,177.2,212.8,27,15.059,11159.2,103.26,1152298.99
2020,Yala,Luffa,Low country,Kalutara,Rainfed,0.673,122.6,267.7,1,10.498,7027.0,88.25,620132.75
2016,Maha,Bitter gourd,Low country,Kurunegala,Rainfed,0.273,43.8,197.3,13,9.685,2578.7,116.47,300341.19
2019,Maha,Tomato,Up country,Nuwara Eliya,Irrigated,0.496,100.8,11.4,8,15.349,7996.2,90.51,723736.06
2017,Maha,Ash plantain,Low country,Gampaha,Rainfed,0.901,133.6,193.8,2,13.345,11971.5,44.94,537999.21
2020,Yala,Ladies fingers,Low country,Kalutara,Irrigated,0.903,203.2,124.8,6,12.062,11065.7,54.55,603633.94
2021,Maha,Knol-khol,Up country,Badulla,Irrigated,1.044,108.2,204.3,7,15.952,16799.0,53.33,895890.67
2021,Yala,Red pumpkin,Low country,Kalutara,Rainfed,0.56,90.2,130.3,16,10.049,5713.9,73.69,421057.29
2019,Yala,Tomato,Up country,Kandy,Rainfed,0.393,59.1,117.9,17,14.3,5604.4,88.27,494700.39
2023,Yala,Carrot,Up country,Badulla,Rainfed,0.281,48.5,152.5,16,14.209,4138.6,189.13,782733.42
2021,Maha,Bitter gourd,Low country,Gampaha,Rainfed,0.814,123.5,155.0,12,9.74,7694.2,134.05,1031407.51
2022,Maha,Brinjal,Low country,Kalutara,Rainfed,0.238,53.0,87.0,19,10.431,2438.5,124.88,304519.88
2016,Yala,Bitter gourd,Low country,Gampaha,Irrigated,0.66,94.5,265.7,2,9.013,5919.0,101.66,601725.54
2017,Maha,Beetroot,Up country,Badulla,Rainfed,0.254,47.2,168.4,7,10.237,2623.8,74.65,195866.67
2016,Yala,Carrot,Up country,Badulla,Irrigated,0.222,29.8,104.8,0,24.573,5594.6,111.42,623350.33
2018,Maha,Ash plantain,Low country,Gampaha,Rainfed,0.781,79.2,276.9,12,9.231,6621.6,54.19,358824.5
2020,Yala,Bitter gourd,Low country,Kalutara,Irrigated,0.191,26.1,85.6,14,15.102,2763.0,136.5,377149.5
2022,Maha,Cabbage,Up country,Nuwara Eliya,Irrigated,0.51,101.1,203.5,13,25.651,12212.2,81.55,995904.91
2016,Yala,Beetroot,Up country,Nuwara Eliya,Rainfed,0.687,95.1,200.1,9,21.204,14717.5,45.32,666997.1
2021,Yala,Bean (green),Up country,Badulla,Rainfed,0.432,82.8,159.9,12,9.248,3896.6,136.79,533015.91
2022,Yala,Bean (green),Up country,Badulla,Irrigated,0.277,42.9,162.2,13,12.21,3384.6,180.0,609228.0
2024,Yala,Bean (green),Up country,Nuwara Eliya,Rainfed,1.281,155.5,116.1,9,9.915,13567.5,123.16,1670973.3
2018,Yala,Radish,Up country,Nuwara Eliya,Irrigated,0.335,64.3,141.3,15,17.808,5920.8,39.45,233575.56
2016,Maha,Snake gourd,Low country,Kurunegala,Rainfed,0.489,47.7,175.6,13,15.048,7254.9,58.63,425354.79
2020,Yala,Luffa,Low country,Ratnapura,Rainfed,0.342,67.9,199.1,18,10.088,3485.1,103.1,359313.81
2024,Yala,Cucumber,Low country,Kurunegala,Irrigated,0.193,39.0,200.4,18,10.977,2040.8,78.77,160753.82
2024,Maha,Knol-khol,Up country,Badulla,Irrigated,0.856,117.7,81.6,26,14.153,12714.7,68.65,872864.16
2020,Yala,Tomato,Up country,Kandy,Rainfed,0.898,161.0,184.6,25,12.91,11187.5,90.49,1012356.88
2023,Maha,Radish,Up country,Nuwara Eliya,Irrigated,0.138,30.5,89.2,14,17.501,2492.5,81.21,202415.92
2018,Yala,Cabbage,Up country,Nuwara Eliya,Irrigated,0.153,26.1,127.1,14,38.65,5970.3,70.79,422637.54
2022,Yala,Beetroot,Up country,Badulla,Rainfed,0.262,40.8,136.4,8,23.496,6254.0,95.41,596694.14
2017,Maha,Carrot,Up country,Nuwara Eliya,Irrigated,0.202,24.5,143.9,9,18.843,3674.9,123.73,454695.38
2018,Maha,Ash pumpkin,Low country,Kurunegala,Irrigated,0.178,29.4,163.4,26,20.11,3613.8,55.69,201252.52
2016,Maha,Bean (green),Up country,Badulla,Irrigated,0.436,77.8,10.0,11,9.716,4311.1,84.85,365796.84
2016,Maha,Carrot,Up country,Kandy,Irrigated,0.303,51.7,130.2,7,29.457,8472.8,93.78,794579.18
2021,Yala,Snake gourd,Low country,Ratnapura,Irrigated,0.45,55.8,121.2,12,14.91,6817.2,86.9,592414.68
2023,Yala,Red pumpkin,Low country,Kurunegala,Rainfed,0.618,53.7,200.7,6,11.631,7262.8,69.42,504183.58
2021,Maha,Radish,Up country,Kandy,Irrigated,0.228,41.7,139.6,0,14.25,3336.6,62.09,207169.49
2017,Maha,Bitter gourd,Low country,Gampaha,Irrigated,0.401,71.6,213.6,5,13.8,5553.4,114.19,634142.75
2016,Yala,Tomato,Up country,Nuwara Eliya,Irrigated,0.237,44.3,180.4,11,19.346,4472.1,76.42,341757.88
2016,Yala,Capsicum,Low country,Kalutara,Irrigated,1.219,250.9,101.5,10,12.499,15893.7,98.75,1569502.88
2022,Maha,Bean (green),Up country,Nuwara Eliya,Irrigated,1.562,263.5,75.9,16,12.211,19111.6,107.51,2054688.12
2020,Yala,Capsicum,Low country,Kalutara,Irrigated,0.487,100.8,106.3,0,9.465,4738.0,169.17,801527.46
2018,Maha,Cucumber,Low country,Kurunegala,Irrigated,0.238,42.8,235.6,18,16.804,4124.6,45.66,188329.24
2023,Yala,Radish,Up country,Kandy,Rainfed,0.681,126.2,207.0,0,13.76,9470.6,55.92,529595.95
2021,Maha,Snake gourd,Low country,Kurunegala,Irrigated,0.246,32.1,286.2,16,11.744,2859.0,88.91,254193.69
2021,Maha,Brinjal,Low country,Kalutara,Rainfed,0.387,45.0,232.8,13,12.54,4876.3,80.75,393761.22
2020,Maha,Ash pumpkin,Low country,Kalutara,Rainfed,0.44,97.9,16.3,18,12.533,5288.3,56.8,300375.44
2020,Maha,Radish,Up country,Nuwara Eliya,Irrigated,0.516,95.5,203.2,3,12.263,6386.6,51.42,328398.97
2021,Yala,Snake gourd,Low country,Kalutara,Irrigated,0.129,29.4,227.2,8,16.12,2146.3,120.75,259165.73
2024,Maha,Bitter gourd,Low country,Kurunegala,Irrigated,1.021,206.0,227.3,0,10.259,10767.2,161.33,1737072.38
2022,Maha,Knol-khol,Up country,Badulla,Irrigated,0.504,57.3,135.4,7,10.659,5259.8,87.67,461126.67
2024,Maha,Snake gourd,Low country,Ratnapura,Irrigated,0.278,43.5,83.2,0,16.312,4380.3,123.04,538952.11
2022,Maha,Ash plantain,Low country,Kurunegala,Irrigated,0.193,40.2,203.0,11,10.479,2016.1,92.37,186227.16
2022,Maha,Bean (green),Up country,Badulla,Rainfed,2.228,438.2,169.8,11,7.419,16864.1,93.81,1582021.22
2021,Yala,Ladies fingers,Low country,Kalutara,Irrigated,0.206,27.6,143.4,15,9.263,1966.0,85.51,168112.66
2024,Yala,Ash plantain,Low country,Kalutara,Irrigated,0.423,65.6,105.1,18,10.382,4583.3,87.01,398792.93
2021,Yala,Leeks,Up country,Badulla,Irrigated,0.165,18.4,69.8,17,23.917,4030.9,137.92,555941.73
